ID	Name	Length	BI-2	D-10	D-64	D-11c	D-14c	D-15c	logFC	logCPM	PValue	FDR
ENSG00000156219	ART3	3379	0.0740481093063955	0.364241120320803	1.11999175221849	0.046180823913387	0.0174229816100462	0	4.28539109468003	0.0225686689661924	5.58205729668004e-10	1.20875016415025e-07
ENSG00000206937	SNORA70B	134	0.746891227899434	0.765404692514922	1.14495324649444	0	0	0	4.16502354122312	-2.54870358725825	0.0409781585518504	0.403452703261006
ENSG00000164816	DEFA5	442	2.83041358989039	4.64091533018097	44.661811253151	0.353042995482657	2.53070778811443	0	4.0521215206867	2.00761337794203	8.4999233722906e-15	3.93886449071946e-12
ENSG00000196503	ARL9	1254	0.43896238832686	0.572527592965707	2.44694952201363	0.082958534823676	0.0938951433179365	0	4.00651625177825	-0.206417250536993	1.09388345573957e-08	1.85486814677694e-06
ENSG00000145934	TENM2	11263	0.0488731985227633	0.368805048945972	1.16240421935379	0	0.057497540927267	0.0364194400986246	3.99769311380259	1.66048407218386	1.15632538854688e-13	4.39214086108708e-11
ENSG00000186493	C5orf38	2234	0.0224000502548174	1.21663028787846	0.251814545707669	0.0232833488515868	0	0.0612044395450326	3.99718422873233	-0.512607546343133	1.13193413853266e-07	1.45300163004471e-05
ENSG00000265102	MIR3942	108	2.31674593839176	0.474834392578702	0	0	0	0	3.95898692099597	-2.62357892309742	0.0409781585518504	0.403452703261006
ENSG00000239159	NA	102	0	0	3.00830853000499	0	0	0	3.95093310355113	-2.62746119142309	0.0409781585518504	0.403452703261006
ENSG00000271596	RP11-407N8.4	267	0	0	1.14924146090078	0	0	0	3.95093310355113	-2.62746119142309	0.0409781585518504	0.403452703261006
ENSG00000215458	AP001053.11	1885	0.265473274637995	6.85575216361907	7.35240180251087	0.0827824954924852	0.780799136078862	0.0362680949452527	3.915975245459	2.26620898656658	9.4474778000989e-15	4.29211883584885e-12
ENSG00000170689	HOXB9	3353	0.358187024891825	1.98827165875484	0	0.139616764691322	0	0	3.80949723382372	0.591602732315556	4.06604849194661e-11	1.03527850064179e-08
ENSG00000271361	HTATSF1P2	630	1.74748836495836	2.19780490279285	2.11059106390826	0	0	0.434065771249533	3.79271688070183	-0.332381386624197	2.16125022705698e-07	2.62178888800577e-05
ENSG00000154646	TMPRSS15	4205	0.0476021044178474	1.03661824586742	2.50537371511949	0	0.140005362331382	0.113806780690276	3.75462223990005	1.4503122040523	2.80301204642026e-12	8.4345180669555e-10
ENSG00000269425	AC007292.7	277	0.541968002916196	2.96214379197111	0.369250866498807	0.187779788210992	0	0	3.72083084474473	-1.72334933071394	0.000377432040887298	0.0153692449689959
ENSG00000199459	Y_RNA	109	0	2.35239056873852	0	0	0	0	3.71613726810214	-2.70352334957924	0.075118916658053	0.560729799924964
ENSG00000238651	NA	106	0.944183250363435	1.45138059618396	0	0	0	0	3.71516834236075	-2.70398413146457	0.075118916658053	0.560729799924964
ENSG00000238946	NA	103	0	1.49365381743203	0.993033883690967	0	0	0	3.71255164506568	-2.70522484417928	0.075118916658053	0.560729799924964
ENSG00000239024	NA	103	0.485841866691865	0.497884605810677	1.48955082553645	0	0	0	3.71027762428048	-2.70630549767429	0.075118916658053	0.560729799924964
ENSG00000265636	AC100787.1	111	0	0.462001030617115	1.84292774811116	0	0	0	3.70897173336842	-2.70692549007224	0.075118916658053	0.560729799924964
ENSG00000201340	Y_RNA	116	0.431394071286742	0	1.7634912072443	0	0	0	3.70848876975078	-2.70715565621666	0.075118916658053	0.560729799924964
ENSG00000134757	DSG3	5509	7.93000813415606	43.8071574440624	0.919038528952332	0.727020349020195	0.416775810410873	2.73014684585157	3.68326957747342	5.6812646728967	1.46463287784057e-15	7.89198692548044e-13
ENSG00000234035	NA	405	1.35915761718983	1.77271506562715	1.26274679037246	0	0.290727184495537	0	3.63376833522064	-1.21064786867652	1.47804542739081e-05	0.00102533869918099
ENSG00000164822	DEFA6	467	3.64329382688417	4.83171955788863	37.2334546111966	0.556905795872001	2.77342528250025	0.146392631631266	3.60182667059771	1.93171517929369	9.64205570217645e-13	3.10286709193651e-10
ENSG00000080007	DDX43	3091	0.42092672889059	1.9577125522559	0.231632944076735	0.134623102774364	0	0.0663526615708199	3.53563525858062	0.64271154688431	9.97308130661553e-10	2.06318119530609e-07
ENSG00000170561	IRX2	3596	0	5.17669842231797	0.511981318232217	0.0144646833521816	0.0654863791550013	0.43726453179962	3.43711066152349	1.92189161767093	2.01317534719786e-11	5.36152560857177e-09
ENSG00000268266	AC003005.2	1048	1.43249176343307	0	0	0.099265269722223	0	0	3.423705110043	-1.36155092126246	5.77324606691915e-05	0.00326258808220772
ENSG00000180537	RNF182	4084	0.245062254012057	1.10500148557002	1.94096302070596	0.0764177296784204	0.158568756969591	0.0502194115855544	3.40827393150802	1.31887004898621	7.67033502978349e-11	1.87075434357983e-08
ENSG00000089820	ARHGAP4	5878	0.996066746427979	4.8246017799201	4.10661239277986	0.495549519348233	0.0901412544646335	0.279137226152302	3.40266918746582	3.38436647330044	3.97737411593082e-13	1.37545907859876e-10
ENSG00000200769	Y_RNA	91	2.74954463017923	5.63539718664833	0.561991703407525	0	0	0.751267681008807	3.32105689873244	-1.94280220162841	0.00213689113387505	0.0608252672873278
ENSG00000171195	MUC7	2794	0.0895520978333251	0.422150548019146	1.28127671821973	0.0744667162984178	0.0842838294349981	0	3.27834234392417	0.0162549941899505	9.98211918227837e-08	1.29935787333365e-05
ENSG00000261329	CTD-2049O4.1	1193	0.251676675285475	1.07464615252514	1.37176851661585	0	0.148044228483687	0.114610828117018	3.26196775489058	-0.517981809556353	2.30439987474839e-06	0.00020856619178875
ENSG00000131142	CCL25	978	41.599092101135	34.7648689634002	303.396220397252	33.400225805758	0.601965796118059	1.95729044091047	3.26041262913325	6.0312356033635	4.38526650960477e-13	1.49421507393445e-10
ENSG00000272006	RP11-583F2.6	111	0.450826236660018	5.54401236740538	0.921463874055582	0	0.530380674417533	0	3.24130375427823	-1.99605275818673	0.00335045093501179	0.0839242682856468
ENSG00000228897	CTD-2021A8.2	738	0.610264783771488	2.43207859613481	1.87102115890554	0.422886189710934	0	0	3.22876206939037	-0.37301544263102	4.03957343726713e-07	4.47832136562103e-05
ENSG00000188373	C10orf99	875	1.02942950953911	3.9853528903977	1.05204846877889	0.118891431621588	0.269130307933011	0.234395516474748	3.19146177298445	0.121065475862072	1.71776623672021e-07	2.10585416427552e-05
ENSG00000137203	TFAP2A	8229	0.675006691200399	1.05941906036517	0.0745770980825152	0.0505675064619709	0.0572339335135216	0.0830785745191413	3.17956765643262	1.50986776943074	4.82508939908116e-10	1.05469171110104e-07
ENSG00000258484	SPESP1	1584	2.30621527503544	4.33825967765087	1.38830399964245	0.0328377533677051	0.0743336551266997	0.776879079225016	3.17410221347199	1.29328497336839	2.09521032245713e-09	4.14923274968648e-07
ENSG00000021645	NRXN3	11500	0.134895050464967	0.847269716149127	1.62762571075574	0.0678456539144933	0.199653733874218	0.0059448138236349	3.15628288469721	2.45319146553037	3.10150430684842e-11	8.07436570670538e-09
ENSG00000253522	MIR146A	323	1.39435111586179	1.90521787239008	3.79996866947999	0.161037155834195	0.546801128733865	0	3.09958327639877	-0.905313899682932	1.3886969267493e-05	0.000977997197348974
ENSG00000230138	RP11-117D22.2	848	0.177034359443144	1.2094838301533	1.3267775828088	0	0.277699315378991	0	3.09927813317109	-0.902750193916515	4.12783445860208e-05	0.00241735852292555
ENSG00000174885	NLRP6	3227	2.01593510846113	4.57677376720419	8.52618215538445	0.112830805497711	0.857451496261627	0.720304370945537	3.08946473331585	3.15400800772608	3.60812874515851e-11	9.28892700281362e-09
ENSG00000015413	DPEP1	2571	5.93649250957796	70.709877690658	66.1394942273559	11.3093682403558	3.16000434489606	1.27636609515615	3.07401411150654	6.04853824757541	5.63930575319506e-12	1.59344773538451e-09
ENSG00000127951	FGL2	4259	0.17624458418383	2.17939955532483	0.696452737869199	0.0977036888179288	0.110584183818448	0.144467769604652	3.02936564792689	1.32360876362808	3.88937308345347e-09	7.1521249479061e-07
ENSG00000228427	RP5-1091N2.9	724	0.622065484010163	0.495821548051793	1.9072011260667	0	0.162630538288249	0.188854582795031	3.00782629117136	-0.947311702174982	7.05802941984847e-05	0.00387522610563718
ENSG00000248988	RP11-815N9.2	716	2.23650110700613	1.07434597203561	1.42852639692974	0.435879899450655	0.082223819637355	0	2.9343918500073	-0.41969560246203	2.56772241766358e-06	0.000228823570835635
ENSG00000184502	GAST	467	5.57209644111697	4.50228413348713	28.0346011190186	1.0024304325696	3.02555485363663	0.731963158156332	2.89902142074032	1.74833780486545	3.42025615195375e-09	6.53787853943201e-07
ENSG00000227986	TRIM60P18	826	0.363499120599966	1.17961280093401	1.48594416494193	0.125944313158462	0	0.248300335248673	2.8988604782187	-0.784393869992165	3.90714700124333e-05	0.00233924020720434
ENSG00000237361	TUSC8	1331	1.91745103360809	4.70053941143274	7.14671042214558	0.390796403714837	0.176926385756112	1.18136983948267	2.89855494599254	1.80256147509337	4.70721342912705e-09	8.45473915913751e-07
ENSG00000171303	KCNK3	6160	0.381811765690798	0.299700668562661	1.01286232000493	0.0253319811693725	0.0955718423057568	0.0998844530432164	2.86875218949444	1.03205442571593	4.40079291091556e-08	6.41297935508891e-06
ENSG00000049247	UTS2	1776	5.69168123783273	0.89512699682066	0.575914921284739	0.0878631779298055	0.828719803777396	0.0384940084300684	2.85297108445201	1.33136865913898	9.90807558707748e-09	1.70051934335248e-06
ENSG00000250829	RP11-11N5.1	494	0	1.14190942992611	0	0.105293524968512	0	0	2.81280437766883	-2.2133771772892	0.0215814254771246	0.289543502203229
ENSG00000252658	RNU6-786P	89	2.24906571996683	2.30481413026965	1.72386219135117	0	0.661486009666811	0	2.80316660962662	-2.21531675662887	0.0215814254771246	0.289543502203229
ENSG00000258914	CTD-2134A5.3	125	1.20100109446229	3.28205532150399	0	0	0	0.546922871774411	2.79680625461082	-2.20888622695067	0.0215814254771246	0.289543502203229
ENSG00000204099	NEU4	4286	0.28021490771402	1.55545377316961	0.4534221442798	0.0728161474583923	0.0549437749513264	0.191410244438081	2.7806705530593	0.97280710991086	9.79919651232843e-08	1.29004194994687e-05
ENSG00000004399	PLXND1	10753	12.9932540366204	0.710595651946105	0.989247555295977	0.967450968742581	0.585820819311545	0.521339108684806	2.76231633617346	4.90951414740546	4.74942661096348e-10	1.04804013881928e-07
ENSG00000261452	NA	1943	0.103019479710267	0.0791797957774057	1.18443439292528	0.0267704587413509	0.151498339836197	0	2.75080192525367	-0.716303205667701	5.84893196150221e-05	0.00329731760457436
ENSG00000143954	REG3G	1912	0.104689774621887	1.04602639201961	0.668687827014707	0.0544089972117624	0.0615818565484793	0.143023763539333	2.7267121441859	-0.372605274339675	2.46106391210183e-05	0.00158396807898332
ENSG00000163515	RETNLB	1099	1.09281264282283	3.54635186013283	6.28213655719877	0.283976349414622	1.17851647582131	0.12441375609063	2.68298100997501	1.23718112960458	6.15296804969594e-08	8.53678261745239e-06
ENSG00000100365	NCF4	1749	3.23311234215358	4.7499728602384	3.01174856262935	0.118959408426403	1.17811830766845	0.390882555584914	2.64989090580019	1.91004415593293	3.0876917278706e-08	4.58601393171551e-06
ENSG00000245648	RP11-277P12.20	2826	0	1.14323184964808	0.832447724863376	0.184058744990958	0	0.096766254737157	2.64950709143402	0.226375949599395	2.76291784690113e-06	0.000242487903457194
ENSG00000172016	REG3A	1861	3.60321840090334	138.221969813474	79.3637375546077	4.91920485484272	13.634573801617	15.0984215676574	2.63678198172132	6.27155648162594	1.68542325947025e-09	3.4255488528005e-07
ENSG00000269001	ZNF818P	408	0.490605022247667	0.62845728429534	1.00276951000166	0.254975496737475	0	0	2.61226459337289	-1.85658627801659	0.0078746246531325	0.151540741871329
ENSG00000130303	BST2	1199	2.08681035318024	20.1877881535379	20.9427450374909	1.04116766641091	0.982022599838969	4.73254778537074	2.58484747623418	3.30333647258259	1.200484823618e-08	2.00109592541217e-06
ENSG00000143248	RGS5	6799	1.17026507586596	11.8569618818123	14.3291766060026	0.650283146555054	2.45048508978938	1.35745307562777	2.54251356927169	5.13430660363529	6.77976059495987e-09	1.19005343170621e-06
ENSG00000269246	CTC-246B18.10	172	0.872820562835966	1.19260731159302	0.594665639652149	0.302412798456075	0	0	2.52944744339214	-2.33866378583401	0.0566548760365117	0.499692987349059
ENSG00000271819	U6	106	0.944183250363435	1.45138059618396	1.92985830226735	0.490707559758914	0	0	2.52671167053301	-2.34001700347862	0.0566548760365117	0.499692987349059
ENSG00000176343	RPL37AP8	275	1.0918191767839	0.372960831989089	0.185968163673036	0	0.214080926764895	0	2.52621756205347	-2.33732600311579	0.0566548760365117	0.499692987349059
ENSG00000102109	PCSK1N	1343	0.558917113953039	0.84006442052643	2.70366969152347	0.193652276003145	0.306854641863308	0.152714874843935	2.5246385308838	0.219724861076688	6.37816467381164e-06	0.000502660120721822
ENSG00000262686	AC005356.1	336	0	0.152625340471725	1.2176486907163	0.15480655159061	0	0	2.52124711206883	-2.34272224622143	0.0566548760365117	0.499692987349059
ENSG00000171102	OBP2B	933	0.429082205952944	1.15425980961253	2.41180576682072	0	0.441699661331643	0.219824305375567	2.51579375907721	-0.27067218084373	4.46821059073792e-05	0.00259469772900746
ENSG00000179344	HLA-DQB1	2711	0	4.25616958305513	7.54573884324379	1.82273151116646	0.0434321319515649	0	2.49463467931098	2.61947404418073	3.39481859709451e-08	5.01006031176305e-06
ENSG00000167656	LY6D	1620	21.4685123624303	0.506490018750615	4.54588844534087	0.963240765452683	0.254386286433595	3.29166543197562	2.48891298254705	3.08184091183162	4.47263250494042e-08	6.47693094621684e-06
ENSG00000256306	RP11-4N23.1	575	0.522174388896647	1.42698057456695	1.86776720906397	0	0.409546120767626	0.237792552945396	2.4702672723558	-0.893254541269707	0.000406098936068265	0.016335611716496
ENSG00000115386	REG1A	1703	13.9576120539633	318.473072154159	160.991317967742	19.3643633858121	46.841987865983	20.1924695025344	2.44810130089596	7.32909383073375	1.61481874549334e-08	2.59828821757504e-06
ENSG00000169906	S100G	452	0.110711752808102	1.70184007959623	2.14974259998144	0.345232309741891	0.130248351460943	0.151250794185401	2.44062892503954	-1.12363265274799	0.00115632938673013	0.0374715411056465
ENSG00000170835	CEL	2373	3.14210498445851	3.34965348999893	18.3401599256562	1.70972191491222	0.942749972479206	1.58453212956135	2.43665241063839	3.49560910765312	4.53506417728421e-08	6.52654888122205e-06
ENSG00000163536	SERPINI1	2084	1.29666624881965	5.06915334265401	4.51534984733954	0.698857983380257	0.960487843211022	0.22963412322582	2.43087467297051	2.15927696647825	1.619832484536e-07	1.99635737588825e-05
ENSG00000116176	TPSG1	1249	1.48242061966589	1.1906976121349	3.76700924013435	0.249871903928478	0.754168196769847	0.109472152076543	2.42406258305297	0.733620519412074	2.2832485752553e-06	0.000207462233288883
ENSG00000172023	REG1B	2324	2.21785557819879	31.775492570499	6.77775536278232	1.4100452168976	3.69851515043483	2.17686599135684	2.42294007179434	4.20235038091581	3.73851683443671e-08	5.48236930720877e-06
ENSG00000249242	TMEM150C	4791	0.814705396994874	1.88387646297975	1.96409707406713	0.0759977059781077	0.67584512989335	0.0998867695267397	2.39126696254064	2.14577444999766	2.40285849969351e-07	2.84052201213768e-05
ENSG00000234444	ZNF736	9534	0.677090505845899	0.812208860307685	1.26056141990454	0.141849175025757	0.197599345031579	0.164925871234679	2.36179594674035	2.37599175641595	2.56826142348791e-07	2.96052821802064e-05
ENSG00000272440	RP11-379F4.6	214	0.701519330877505	0	1.19488890210479	0	0	0.319464294260754	2.34709510837533	-2.40164628617557	0.0923284544191896	0.62290523423788
ENSG00000186340	THBS2	6544	2.64584847878433	11.5510141539408	38.4809734764147	0.166918555627039	4.43521113174674	5.16083241626985	2.33913063519999	6.043324422497	6.55860828845314e-08	9.04541393115828e-06
ENSG00000238390	SNORA81	176	1.42163955310404	2.62238084992328	1.74345153443471	0.591079560618692	0.334501448070149	0	2.33284735437311	-1.68157814392632	0.00697672342688578	0.142549102117234
ENSG00000089199	CHGB	4681	0.235188564393028	0.416304282662463	1.81359681086821	0.133343306134018	0.289267648320436	0.0292097239785522	2.33125958168784	1.22475580888911	1.39273296121139e-06	0.000136158745617164
ENSG00000204335	SP5	2057	0.875790783516497	8.57610469279724	5.76799652034014	0.505736522454496	2.23239469086388	0.166177343149736	2.32509466014735	2.6297647689538	2.4306488535244e-07	2.84435019879598e-05
ENSG00000165949	IFI27	4147	1.78591112029197	45.6308179721399	25.8110985787575	0.990881385440353	5.47979030048074	7.63278543620546	2.29617791381992	5.88633422682742	1.09963216374193e-07	1.42337861641902e-05
ENSG00000172201	ID4	2341	0.470276663786316	1.68676753895108	2.5559699556514	0.0888765507636819	0.704153411400979	0.116813941002651	2.29279789753801	1.17878122985261	2.52562486937157e-06	0.000225941035611348
ENSG00000165863	C10orf82	2670	0.374844286661139	1.07557992745917	1.3216276800359	0.448069299884731	0.0440990673111207	0	2.29117141074507	0.640550677322433	7.07086111908176e-06	0.000549771315869545
ENSG00000100314	CABP7	3254	0.999603963583907	2.61611278123877	2.59321002663306	0.415608492530905	0.452306813616673	0.336154192854586	2.27370209754915	2.02449037899467	9.78187011684617e-07	0.000100285810003241
ENSG00000240449	RP4-584D14.5	574	0.261542050187781	0.357366650860626	1.06915494794602	0.0906184692237715	0.102564903937885	0.11910341284286	2.23947129471735	-1.72147794044823	0.0230972715232947	0.293562139986142
ENSG00000150656	CNDP1	6079	4.63455897476469	13.9193105375102	9.56532251628005	0.0941215684617361	4.60983604433703	1.09087675937897	2.23785992337787	5.07303465867602	2.44775410254863e-07	2.84997299276642e-05
ENSG00000188322	SBK1	4988	0.260842926824542	1.52160243203247	1.8352611982368	0.208560550659362	0.318674996236838	0.191883525582442	2.23759761051465	1.86710392528191	1.50047519718977e-06	0.000146075673608769
ENSG00000099725	PRKY	7847	0.00637717755438538	3.5551765302388	0.104276783504697	0.689379398341056	0.022507552514469	0	2.23142168504195	2.53879934756379	5.96260818985676e-07	6.33732255775142e-05
ENSG00000218902	PTMAP3	329	1.21681975122826	0.46761806442401	0.310889027416929	0	0.17894302389163	0.207797443683287	2.22239199700351	-2.04231895367197	0.0638052388785663	0.530609550081331
ENSG00000154134	ROBO3	6335	0.157984884827978	4.58989090196517	1.23513977688129	0.164214684560205	0.436779159974155	0.625918045834962	2.21749348728021	2.92827149754778	8.18911219482637e-07	8.47061292652353e-05
ENSG00000175318	GRAMD2	7014	0.570763755566148	2.55167635088058	1.50200976220095	0.155733536929476	0.604334523801672	0.204686703508387	2.19811433401905	2.70596991757312	1.00072223328673e-06	0.000101252114171413
ENSG00000204334	ERICH2	596	0.839626044786276	2.2371392187265	1.28711187105918	0.436367460859437	0.29633685332389	0.114706978140606	2.1887381507156	-0.659069220399371	0.000637531196395974	0.0232257827366269
ENSG00000139292	LGR5	5536	0.253101145870545	1.73225350298401	2.40186483067595	0.244290107423332	0.563625272326291	0.0987938713465338	2.18755426368219	2.28760221332813	1.51209848029494e-06	0.000146591304554116
ENSG00000225978	HAR1A	2011	0.622099854167852	1.02003211135753	0.686630340761954	0.15519145102271	0.322026257316662	0	2.15785262913505	0.0736197536730498	6.60317287887676e-05	0.00366017979912858
ENSG00000165659	NA	6129	0.579696781060141	1.82403343757105	2.43648940168784	0.534662275097084	0.413037519822954	0.0669264405010293	2.14752258147166	2.57890887058513	1.68501433958594e-06	0.00016066577056875
ENSG00000197013	ZNF429	5007	0.659627123980686	0.594040869804871	1.16439023989408	0.166215302846239	0.329223714018313	0.0136539562556024	2.14748652683853	1.33387897757887	5.72093463586498e-06	0.000460257137197888
ENSG00000141150	NA	3497	0.186028670145956	0.395944263299827	1.12607259530355	0.01487417824834	0.185185817404578	0.175947449455594	2.12179124105368	0.385910436860287	8.43786504414975e-05	0.00446359207929109
ENSG00000232412	RP1-315G1.3	324	1.23559783380894	0.633112523438269	0.78921674398279	0.321080255150894	0.18170449030971	0	2.10220960903139	-1.80791948133715	0.0145027598926966	0.222535726300517
ENSG00000154016	GRAP	3575	0.237960589811875	1.85045951256125	1.65940822969786	0.130946856506295	0.395226326335191	0.305970837356314	2.09645017568274	1.4830259382698	1.18848855099885e-05	0.000860539991457608
ENSG00000145321	GC	2540	0.630446768746609	1.23157833791673	4.18794447326679	0.348131898695103	0.741697699027983	0.242239460923706	2.08512006803955	1.66247135155411	7.95905136969116e-06	0.00060265104652204
ENSG00000096395	MLN	696	15.4582875544416	16.1361825478038	47.9816565971054	7.09974874536244	5.83647354218949	4.61662625240613	2.08122684742113	3.47516793040942	2.05109376783835e-06	0.00019162839758393
ENSG00000230107	CTA-126B4.7	568	0.176203212215711	3.34056026891636	1.26052364461477	0.366302826298907	0.310945008065209	0.361084642456698	2.08099890695344	-0.59280054622487	0.000762492533657849	0.026487184415071
ENSG00000112562	SMOC2	4015	7.00459334877342	26.0561677143062	59.6244502844849	6.14074984620843	6.81833088669016	7.62831402723961	2.07058132079835	6.20593814919622	1.33531513766561e-06	0.000131098524320814
ENSG00000254726	MEX3A	6624	1.14830016076809	4.3818956445578	6.57794999223917	0.565380449287444	1.56423865570968	0.639893154627368	2.05297773395994	4.01015100175266	2.31917964118581e-06	0.000209087129518581
ENSG00000106031	HOXA13	4661	1.28835131351887	0.594128765826858	0.0438886462219136	0.0892769814794162	0.341032156453411	0.0146675303522423	2.05262749580282	0.970064036519048	2.32789131277605e-05	0.00151084710691936
ENSG00000239893	ZNF736P9Y	1343	0	9.77529507521663	0.0761597096203794	2.05271412563334	0.0876727548180881	0	2.04797496617896	1.48527920325572	8.9993643542334e-06	0.000672629909959961
ENSG00000131002	TXLNGY	9016	0.0111006460224627	8.67973675378335	0.119117806700508	1.94421644295784	0.0326487660050722	0	2.04557992254007	4.02012116830575	2.27093654639364e-06	0.000207155904645436
ENSG00000182580	EPHB3	4516	3.66780486295964	16.6814495242241	25.581946961422	2.40724873314858	6.16620384166159	2.10424820573082	2.0311035217693	5.37675159804162	2.2228993138645e-06	0.000204328284970407
ENSG00000255026	RP11-326C3.2	718	12.6149720344519	37.0688264245423	43.0925532466592	0.144888583104303	7.54352012138141	13.8063747227176	2.03090345515914	3.75520437686967	3.51210724458699e-06	0.000299699841443409
ENSG00000101470	TNNC2	868	0.63416916470263	0.768050100438361	2.17998394628242	0.119850233489504	0.610426605694834	0.0787619342993104	2.02726365505395	-0.427970472618503	0.000591288502920186	0.0217808499406371
ENSG00000159224	GIP	710	2.53732625590624	5.12821143984998	20.3124381589351	0.586084522078252	2.65339740215645	3.27383409160739	2.02096125662109	2.03242940362212	1.27484308488289e-05	0.000903306246995002
ENSG00000224004	ATP5C1P1	894	0.167925208957255	0.630987984769013	1.54453424527102	0.0581823281145916	0.395115804431854	0.0764713187604042	2.01695731760489	-0.895703971279964	0.00255888835366522	0.0683845941804189
ENSG00000233936	RP11-399H11.2	884	1.69824815393423	0.290057208136311	1.73556261346442	0.0588404992471096	0.732573307085756	0.0773363789273772	2.00712194653636	-0.344673132408034	0.000482834058772018	0.0187078012403807
ENSG00000158089	GALNT14	5097	0.422168653635132	2.49518626070786	1.4649051935398	0	0.843177281696149	0.214605796262276	2.00350160624335	2.21522540788075	1.07654372844551e-05	0.000786861772494714
ENSG00000125571	IL37	833	4.20518590498	6.525695229581	25.6627135824915	0.437100851549957	6.92614763062896	1.31314014831791	2.00204786215465	2.62847762687621	7.19101412454981e-06	0.000557243469116451
ENSG00000165029	ABCA1	11299	0.287876033056203	0.490173321093723	1.05007247033717	0.179536689268373	0.0937871127963741	0.151264180396056	1.99788686209907	2.09761516595579	1.19976761177852e-05	0.000866000484888109
ENSG00000198842	DUSP27	1852	1.78334395775988	0.996844556342328	0.690351579509784	0.112343415409168	0.572192541839218	0.147657362790068	1.99588255709664	0.524581180013776	0.000114057898678296	0.00575756320779109
ENSG00000176728	TTTY14	3460	0	2.17874879091892	0.0443421199509406	0.496096833536613	0	0	1.98056358326412	0.757104974671207	4.23707216253246e-05	0.00247287057949313
ENSG00000207168	SNORA15	132	1.13731164248323	0.777001733310603	0.387433674318824	0.394053040412461	0	0	1.9754481758959	-2.54554053185681	0.245822707189066	0.960699614524796
ENSG00000165973	NELL1	5468	0.33861436612339	20.2765053638545	63.4869735055698	0.370992145582178	12.8554265368057	7.38916004980516	1.94834152559536	6.52798801627109	4.85777147208761e-06	0.000401980589315249
ENSG00000131831	RAI2	4189	0.0716758829352046	4.88459385175493	1.33072229794682	0.086919314714995	0.660538548206319	0.816010491427565	1.94824217457351	2.46335889477737	1.54598300242577e-05	0.00106608411208944
ENSG00000197457	STMN3	2754	0.999380600874877	4.04074757606189	0.854211064075491	0.3399673289833	0.897833952118569	0.223416205790201	1.94676862310127	1.78910643286582	2.53213208329731e-05	0.00162070443011046
ENSG00000169507	SLC38A11	5550	0.25246269252961	2.11596472022639	4.34930948554235	0.0843486508126133	0.869824306044754	0.702130713764447	1.94250863046545	2.93536102877143	1.22202266929491e-05	0.000873897075542071
ENSG00000197444	OGDHL	5172	1.52872980250259	0.188391371533545	1.21623610522823	0.392224488020756	0.159360318647495	0.158620322440374	1.93795096799119	1.69278034678278	2.76544457111702e-05	0.00174117800849949
