Annotation analysis of the 83 genes differentially expressed (FC >0.5) in CD organoids by DAVID FDR< .05
UPREGULATED
Category	Term	%	PValue	Genes	Fold Enrichment	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0016020~membrane	32.5	0.05328935828221891	ENSG00000228080, ENSG00000105974, ENSG00000153558, ENSG00000156968, ENSG00000171303, ENSG00000231834, ENSG00000164294, ENSG00000189339, ENSG00000055118, ENSG00000100365, ENSG00000128512, ENSG00000224608, ENSG00000165029, ENSG00000135218, ENSG00000100292, ENSG00000111348, ENSG00000113303, ENSG00000138448, ENSG00000099250, ENSG00000164484, ENSG00000169752, ENSG00000204642, ENSG00000102879, ENSG00000165272, ENSG00000164125, ENSG00000180537	1.3971381233663327	0.3402320567249361	0.3053890147711776
DOWNREGULATED
Category	Term	%	PValue	Genes	Fold Enrichment	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0000139~Golgi membrane	13.750000000000002	2.4367105777147865E-4	ENSG00000228080, ENSG00000105971, ENSG00000231834, ENSG00000181652, ENSG00000105974, ENSG00000100228, ENSG00000204642, ENSG00000162645, ENSG00000164125, ENSG00000224608, ENSG00000157214	4.20261569416499	0.009250924304824581	0.008303540490475075
GOTERM_CC_DIRECT	GO:0042612~MHC class I protein complex	3.75	4.6266014362531443E-4	ENSG00000231834, ENSG00000204642, ENSG00000224608	90.41991341991343	0.0128002639736337	0.011489393566695308
GOTERM_CC_DIRECT	GO:0031901~early endosome membrane	7.5	9.513007646621935E-4	ENSG00000107984, ENSG00000231834, ENSG00000066230, ENSG00000105974, ENSG00000204642, ENSG00000224608	7.862601166948993	0.015635616676229525	0.014034378823844573
GOTERM_CC_DIRECT	GO:0005901~caveola	5.0	0.002590182169606445	ENSG00000105971, ENSG00000135218, ENSG00000105974, ENSG00000170681	14.467186147186148	0.02896086369607711	0.025994992112743913
GOTERM_CC_DIRECT	GO:0031410~cytoplasmic vesicle	7.5	0.0050294873169433665	ENSG00000105971, ENSG00000138792, ENSG00000105974, ENSG00000111348, ENSG00000162645, ENSG00000099250	5.353810663021189	0.04394183655855783	0.039441768959187454
GOTERM_CC_DIRECT	GO:0002095~caveolar macromolecular signaling complex	2.5	0.0072641877685323515	ENSG00000105971, ENSG00000105974	271.2597402597403	0.06029275847881852	0.05411819887556602
GOTERM_CC_DIRECT	GO:0042383~sarcolemma	3.75	0.05800373354638064	ENSG00000105971, ENSG00000105974, ENSG00000170681	7.605413278310475	0.3566155469888587	0.32009467771891537
GOTERM_CC_DIRECT	GO:0005925~focal adhesion	6.25	0.07407543513049977	ENSG00000105971, ENSG00000198959, ENSG00000105974, ENSG00000138448, ENSG00000099250	3.1179280489625314	0.42877811080196443	0.38486709945477526
GOTERM_CC_DIRECT	GO:0002080~acrosomal membrane	2.5	0.09709100079974697	ENSG00000105971, ENSG00000105974	19.375695732838594	0.5372368710919332	0.48221863730541
